""	"tw"	"ira"	"e401"	"nifa"	"inc"	"hmort"	"hval"	"hequity"	"educ"	"male"	"twoearn"	"nohs"	"hs"	"smcol"	"col"	"age"	"fsize"	"marr"
"6224"	88400	5000	1	500	22983	36000	119000	83000	14	0	0	0	0	1	0	64	2	0
"6225"	147000	12000	1	12000	80211	125000	240000	115000	12	1	1	0	1	0	0	47	2	1
"6226"	89242	0	1	46234	39018	43000	80000	37000	18	0	0	0	0	0	1	45	2	0
"6227"	42862	0	1	2907	37620	17000	55000	38000	12	0	1	0	1	0	0	34	4	1
"6228"	80750	0	1	40000	41799	25000	65000	40000	12	0	1	0	1	0	0	54	2	1
"6229"	51800	24000	1	7400	78765	0	0	0	18	1	1	0	0	0	1	36	2	1
"6230"	-605	0	1	75	20403	0	0	0	12	1	0	0	1	0	0	26	1	0
"6231"	219207	14433	1	26199	93120	130000	220000	90000	18	1	0	0	0	0	1	39	2	0
"6232"	178798	800	1	53848	146076	83000	83000	0	16	1	1	0	0	0	1	33	2	1
"6233"	31850	0	1	1550	37635	30000	50000	20000	12	0	1	0	1	0	0	50	2	1
"6234"	73075	0	1	5000	54543	0	60000	60000	16	0	1	0	0	0	1	44	6	1
"6235"	5507	0	1	600	34986	0	0	0	16	0	0	0	0	0	1	50	1	0
"6236"	177549	0	1	13349	92583	80000	170000	90000	18	1	1	0	0	0	1	47	3	1
"6237"	71730	0	1	44	34653	0	70000	70000	12	1	0	0	1	0	0	53	1	1
"6238"	103549	0	1	549	30189	21000	75000	54000	9	0	1	1	0	0	0	50	3	1
"6239"	-2295	1900	1	1480	33585	0	0	0	16	1	0	0	0	0	1	30	1	0
"6240"	-500	0	1	50	38253	0	0	0	14	1	1	0	0	1	0	36	5	1
"6241"	-1678	0	1	4022	33744	0	0	0	15	1	1	0	0	1	0	29	2	1
"6242"	55796	0	1	700	30015	0	0	0	17	1	0	0	0	0	1	27	1	0
"6243"	119704	4000	1	8025	74070	147000	240000	93000	18	1	0	0	0	0	1	29	1	0
"6244"	263910	0	1	20	45786	45000	300000	255000	12	0	1	0	1	0	0	38	4	1
"6245"	182440	8000	1	500	46980	106000	250000	144000	12	0	1	0	1	0	0	51	3	1
"6246"	10074	0	1	5318	35364	0	0	0	18	0	0	0	0	0	1	36	2	1
"6247"	22850	1600	1	4550	57441	54000	84000	30000	18	0	1	0	0	0	1	32	3	1
"6248"	411500	56000	1	101300	67482	150000	300000	150000	12	0	0	0	1	0	0	59	2	1
"6249"	-5900	0	1	3000	49200	67000	67000	0	18	1	0	0	0	0	1	27	1	0
"6250"	74516	3966	1	1750	76209	97000	170000	73000	14	0	1	0	0	1	0	48	5	1
"6251"	215226	203	1	2523	60090	67500	265000	197500	18	1	0	0	0	0	1	42	1	0
"6252"	30200	17000	1	12000	83610	0	0	0	17	0	1	0	0	0	1	29	2	1
"6253"	106749	9000	1	10049	34149	16500	48000	31500	12	0	1	0	1	0	0	47	3	1
"6254"	97775	0	1	4000	13800	0	90000	90000	12	0	0	0	1	0	0	48	2	0
"6255"	47080	0	1	28500	76233	69000	96000	27000	13	0	1	0	0	1	0	46	4	1
"6256"	14950	0	1	1500	35976	23500	40000	16500	13	0	0	0	0	1	0	37	4	0
"6257"	30850	0	1	3500	44067	23900	52000	28100	10	0	1	1	0	0	0	45	4	1
"6258"	159270	15996	1	19474	47790	12000	85000	73000	12	0	1	0	1	0	0	56	3	1
"6259"	775	0	1	200	19548	0	0	0	12	1	0	0	1	0	0	26	1	0
"6260"	214725	30000	1	52375	26142	0	120000	120000	12	0	0	0	1	0	0	57	1	0
"6261"	191247	0	1	3917	66123	0	187000	187000	18	0	1	0	0	0	1	30	2	1
"6262"	14499	0	1	4999	6450	32000	39000	7000	10	0	0	1	0	0	0	43	2	1
"6263"	113798	1900	1	56582	91575	99000	124000	25000	18	1	0	0	0	0	1	45	1	0
"6264"	21038	4000	1	5648	47001	40000	58000	18000	16	1	1	0	0	0	1	30	2	1
"6265"	69500	0	1	700	41283	0	65000	65000	12	0	0	0	1	0	0	33	4	1
"6266"	105953	0	1	1200	54591	87000	155000	68000	16	1	0	0	0	0	1	40	1	0
"6267"	-8715	0	1	185	26526	13000	10000	-3000	12	0	1	0	1	0	0	42	4	1
"6268"	48267	0	1	29999	24558	74900	90000	15100	16	0	0	0	0	0	1	41	4	1
"6269"	107009	5204	1	505	29196	0	0	0	16	0	0	0	0	0	1	51	5	1
"6270"	7100	0	1	600	69840	65000	68000	3000	12	0	1	0	1	0	0	41	2	1
"6271"	-6030	0	1	970	38292	73500	75000	1500	13	0	1	0	0	1	0	37	4	1
"6272"	31543	4000	1	0	36600	15000	42000	27000	12	0	1	0	1	0	0	44	4	1
"6273"	4300	0	1	300	47361	52500	58000	5500	12	0	1	0	1	0	0	32	5	1
"6274"	62525	13000	1	7600	49668	49000	86000	37000	16	0	1	0	0	0	1	42	2	1
"6275"	-56950	0	1	1550	40800	0	0	0	16	1	0	0	0	0	1	25	1	0
"6276"	148350	35000	1	35150	76581	68000	135000	67000	12	0	1	0	1	0	0	43	3	1
"6277"	49459	0	1	6501	58182	17500	52000	34500	16	0	0	0	0	0	1	42	4	1
"6278"	-2780	0	1	14	30360	0	0	0	14	0	0	0	0	1	0	32	3	0
"6279"	85130	13000	1	13030	49920	80000	140000	60000	12	0	1	0	1	0	0	35	2	1
"6280"	109450	0	1	31450	60303	60000	116000	56000	16	0	1	0	0	0	1	35	4	1
"6281"	27850	0	1	50	17244	18200	30000	11800	10	0	0	1	0	0	0	42	3	1
"6282"	443000	10000	1	7000	106896	150000	300000	150000	12	0	0	0	1	0	0	52	6	1
"6283"	18940	640	1	8800	55920	58000	60000	2000	18	0	1	0	0	0	1	31	4	1
"6284"	4430	0	1	6180	29712	0	0	0	14	0	0	0	0	1	0	33	4	1
"6285"	67500	8000	1	6000	64995	0	0	0	16	0	0	0	0	0	1	30	1	0
"6286"	76566	700	1	12610	74472	40500	70000	29500	14	0	1	0	0	1	0	34	3	1
"6287"	127942	0	1	2000	61200	0	75000	75000	12	0	1	0	1	0	0	52	2	1
"6288"	217750	0	1	20500	62652	125000	300000	175000	16	1	0	0	0	0	1	30	1	0
"6289"	78625	10000	1	7300	23985	0	48000	48000	12	0	0	0	1	0	0	46	1	0
"6290"	4285	0	1	760	17655	35000	35000	0	15	0	0	0	0	1	0	32	1	0
"6291"	15000	0	1	15000	50262	30000	30000	0	1	0	1	1	0	0	0	34	4	1
"6292"	23110	5700	1	15210	39450	85000	85000	0	16	0	1	0	0	0	1	34	4	1
"6293"	39475	0	1	22000	41058	0	0	0	18	1	0	0	0	0	1	31	1	0
"6294"	41450	0	1	23200	45750	72000	90000	18000	17	1	0	0	0	0	1	33	1	0
"6295"	269550	0	1	44000	69600	33000	110000	77000	18	0	0	0	0	0	1	46	1	0
"6296"	89104	3000	1	12704	85320	150000	240000	90000	17	0	1	0	0	0	1	37	3	1
"6297"	14296	10200	1	1600	26430	0	0	0	16	0	0	0	0	0	1	26	2	0
"6298"	161999	8500	1	5499	40296	130000	200000	70000	12	0	0	0	1	0	0	41	4	1
"6299"	17093	0	1	186	23259	35000	54000	19000	12	0	1	0	1	0	0	39	4	1
"6300"	14150	9000	1	5750	63240	0	0	0	18	0	1	0	0	0	1	46	2	1
"6301"	65100	0	1	4000	52050	58000	85000	27000	12	0	1	0	1	0	0	52	2	1
"6302"	4800	0	1	13700	117900	0	0	0	12	0	1	0	1	0	0	35	3	1
"6303"	114400	0	1	300	36975	0	62000	62000	13	0	0	0	0	1	0	41	6	1
"6304"	848	0	1	200	16068	0	0	0	13	0	0	0	0	1	0	26	2	0
"6305"	17300	2800	1	2900	46026	65000	110000	45000	12	0	1	0	1	0	0	40	3	1
"6306"	45549	0	1	749	52245	34000	65000	31000	12	0	1	0	1	0	0	56	2	1
"6307"	75000	0	1	0	16800	0	30000	30000	12	1	0	0	1	0	0	61	4	0
"6308"	194475	10000	1	5575	91689	58000	180000	122000	15	0	1	0	0	1	0	41	5	1
"6309"	108539	0	1	1100	45762	114000	225000	111000	12	0	1	0	1	0	0	50	4	1
"6310"	13800	0	1	800	22950	0	0	0	12	1	0	0	1	0	0	43	1	0
"6311"	36550	0	1	1200	33462	84000	120000	36000	12	0	1	0	1	0	0	36	4	1
"6312"	203470	8000	1	20600	44298	0	175000	175000	16	0	0	0	0	0	1	43	5	1
"6313"	31499	0	1	2499	30138	15000	42000	27000	12	0	1	0	1	0	0	50	4	1
"6314"	37975	6000	1	24500	44898	133000	133000	0	13	0	0	0	0	1	0	42	2	0
"6315"	8306	0	1	1000	20163	0	0	0	15	1	0	0	0	1	0	38	1	0
"6316"	87150	0	1	22200	42915	28000	90000	62000	18	1	0	0	0	0	1	49	1	0
"6317"	152100	0	1	3600	64038	13500	165000	151500	16	0	1	0	0	0	1	36	4	1
"6318"	466695	20000	1	20499	59166	0	230000	230000	16	1	0	0	0	0	1	61	5	0
"6319"	38901	0	1	300	31203	27999	66000	38001	11	0	1	1	0	0	0	54	5	1
"6320"	59316	0	1	1050	32265	31000	80000	49000	17	0	1	0	0	0	1	35	5	1
"6321"	184529	7600	1	48833	49440	0	120000	120000	15	0	0	0	0	1	0	64	1	0
"6322"	74125	0	1	3000	38205	48000	120000	72000	16	0	0	0	0	0	1	43	2	0
"6323"	21280	10000	1	830	41607	40000	61000	21000	16	0	1	0	0	0	1	42	3	1
"6324"	47780	250	1	21945	64974	26350	45000	18650	18	0	1	0	0	0	1	38	2	1
"6325"	47650	0	1	700	37914	26000	60000	34000	12	0	1	0	1	0	0	42	5	1
"6326"	21600	0	1	4500	46467	62000	70000	8000	12	0	1	0	1	0	0	36	3	1
"6327"	30833	0	1	3125	44661	48000	62900	14900	15	0	0	0	0	1	0	34	5	1
"6328"	-1000	0	1	0	10059	0	0	0	14	0	0	0	0	1	0	25	3	0
"6329"	18098	0	1	650	18477	27000	45000	18000	14	0	0	0	0	1	0	33	1	0
"6330"	81750	16000	1	21500	48180	97500	130000	32500	13	0	1	0	0	1	0	35	2	1
"6331"	30645	0	1	1700	68172	50000	70000	20000	12	0	1	0	1	0	0	51	5	1
"6332"	25768	0	1	9594	52425	68500	80000	11500	13	0	1	0	0	1	0	43	4	1
"6333"	35910	0	1	7460	82035	0	0	0	12	0	1	0	1	0	0	42	5	1
"6334"	324000	36000	1	84000	59922	55000	300000	245000	16	0	0	0	0	0	1	34	3	1
"6335"	28315	12000	1	15240	46521	0	0	0	14	0	0	0	0	1	0	45	1	0
"6336"	198800	50000	1	39000	49944	0	0	0	16	0	0	0	0	0	1	60	1	0
"6337"	36961	0	1	15000	26730	80000	95000	15000	12	0	0	0	1	0	0	25	1	0
"6338"	118000	0	1	30000	39537	49000	100000	51000	10	0	0	1	0	0	0	64	2	1
"6339"	148175	4575	1	5500	46683	16900	150000	133100	12	0	0	0	1	0	0	53	3	1
"6340"	2749	0	1	149	21273	1000	5000	4000	12	1	0	0	1	0	0	44	1	0
"6341"	2774	0	1	349	27015	0	0	0	13	0	0	0	0	1	0	31	1	0
"6342"	55849	16000	1	6499	29952	0	0	0	16	0	0	0	0	0	1	38	1	0
"6343"	24476	0	1	1376	52110	101900	125000	23100	12	0	1	0	1	0	0	53	3	1
"6344"	3350	0	1	1250	28800	0	0	0	12	0	0	0	1	0	0	36	4	1
"6345"	167269	0	1	55339	75687	17000	120000	103000	12	0	1	0	1	0	0	46	3	1
"6346"	169295	7000	1	4795	51150	22500	85000	62500	15	0	1	0	0	1	0	46	4	1
"6347"	294856	31000	1	9099	99318	0	190000	190000	15	0	1	0	0	1	0	59	6	1
"6348"	201438	6538	1	2900	100026	70000	200000	130000	12	0	0	0	1	0	0	57	4	1
"6349"	19230	0	1	1630	61800	76000	92000	16000	12	0	1	0	1	0	0	47	5	1
"6350"	82348	0	1	18048	88770	129000	130000	1000	16	0	1	0	0	0	1	34	4	1
"6351"	377149	0	1	81024	43560	58000	300000	242000	16	0	0	0	0	0	1	51	1	0
"6352"	24949	1600	1	949	33489	57000	80000	23000	18	0	0	0	0	0	1	37	1	0
"6353"	68424	0	1	17224	21672	62000	105000	43000	12	0	0	0	1	0	0	43	4	1
"6354"	84900	29600	1	1300	22542	150000	175000	25000	12	0	1	0	1	0	0	47	3	1
"6355"	79989	0	1	1598	38496	0	70000	70000	12	0	1	0	1	0	0	25	3	1
"6356"	33950	16700	1	2250	29886	0	12000	12000	10	0	0	1	0	0	0	47	4	1
"6357"	28420	0	1	8220	57252	58000	70000	12000	12	0	1	0	1	0	0	41	4	1
"6358"	18075	0	1	8450	26538	0	0	0	17	1	0	0	0	0	1	38	1	0
"6359"	1280	0	1	1500	29706	38600	38600	0	16	0	0	0	0	0	1	41	2	0
"6360"	-7849	0	1	451	33177	0	0	0	12	0	0	0	1	0	0	40	1	0
"6361"	-301	0	1	799	20100	0	0	0	12	1	0	0	1	0	0	28	1	0
"6362"	17111	0	1	8111	18375	45000	45000	0	12	0	0	0	1	0	0	55	3	1
"6363"	52000	0	1	1300	39162	34000	75000	41000	13	0	1	0	0	1	0	35	5	1
"6364"	24700	0	1	3260	38091	36500	48000	11500	12	0	1	0	1	0	0	42	4	1
"6365"	30506	0	1	606	29523	32600	45000	12400	13	1	0	0	0	1	0	37	4	1
"6366"	20250	750	1	300	44379	35100	60000	24900	13	0	1	0	0	1	0	35	5	1
"6367"	230592	58000	1	94325	91017	130400	163000	32600	14	0	1	0	0	1	0	46	4	1
"6368"	121509	15700	1	67900	91536	150000	175000	25000	16	0	1	0	0	0	1	29	2	1
"6369"	5330	0	1	8830	76680	139000	139000	0	18	0	0	0	0	0	1	48	1	0
"6370"	23350	0	1	350	15300	15000	23000	8000	12	0	0	0	1	0	0	43	3	0
"6371"	73600	0	1	9000	33816	30000	100000	70000	8	1	1	1	0	0	0	58	3	1
"6372"	100800	0	1	11500	32637	25000	88000	63000	15	0	0	0	0	1	0	46	1	0
"6373"	222899	12000	1	6099	40152	25000	150000	125000	14	0	1	0	0	1	0	57	3	1
"6374"	185850	50000	1	8575	45948	70000	160000	90000	17	0	0	0	0	0	1	38	1	0
"6375"	252749	2000	1	60999	57063	78000	100000	22000	12	0	0	0	1	0	0	54	4	1
"6376"	18913	0	1	600	10791	0	20000	20000	12	1	0	0	1	0	0	29	4	1
"6377"	115000	7000	1	8000	31350	0	95000	95000	12	0	0	0	1	0	0	56	3	1
"6378"	22612	0	1	2849	23892	0	0	0	14	0	0	0	0	1	0	35	1	0
"6379"	8216	0	1	3720	43728	67000	72000	5000	13	0	1	0	0	1	0	30	4	1
"6380"	33511	4000	1	8700	68010	52000	60000	8000	13	0	1	0	0	1	0	54	2	1
"6381"	231950	0	1	9250	70179	49000	150000	101000	16	0	1	0	0	0	1	54	2	1
"6382"	79070	0	1	30	19806	55000	100000	45000	14	0	1	0	0	1	0	39	4	1
"6383"	35499	0	1	19999	22800	0	0	0	12	0	0	0	1	0	0	41	4	0
"6384"	27748	0	1	8548	58026	51000	75000	24000	12	0	1	0	1	0	0	33	3	1
"6385"	38885	0	1	14685	112509	80000	100000	20000	16	0	1	0	0	0	1	34	3	1
"6386"	62048	10500	1	3748	16521	33750	80000	46250	13	0	0	0	0	1	0	50	1	0
"6387"	141560	0	1	26560	49689	45000	120000	75000	12	0	0	0	1	0	0	39	4	1
"6388"	267050	29000	1	30198	97887	131000	300000	169000	16	0	1	0	0	0	1	44	4	1
"6389"	8942	0	1	10042	23481	0	0	0	14	0	0	0	0	1	0	31	2	0
"6390"	7468	0	1	2200	18789	18000	21000	3000	13	0	0	0	0	1	0	32	1	0
"6391"	99175	0	1	2000	35700	0	0	0	18	0	0	0	0	0	1	50	1	0
"6392"	40200	0	1	500	24006	38000	65000	27000	11	0	0	1	0	0	0	31	2	1
"6393"	27602	0	1	800	36210	26998	30000	3002	13	0	1	0	0	1	0	50	2	1
"6394"	161003	10095	1	49033	88596	69000	140000	71000	16	0	0	0	0	0	1	48	1	0
"6395"	12000	0	1	500	39045	21500	30000	8500	12	0	1	0	1	0	0	40	3	1
"6396"	40300	0	1	2700	36486	37400	46000	8600	9	0	0	1	0	0	0	30	5	1
"6397"	400	0	1	400	20400	0	0	0	12	0	0	0	1	0	0	25	4	0
"6398"	39620	0	1	2500	42579	69850	100000	30150	14	0	1	0	0	1	0	28	4	1
"6399"	13775	0	1	3500	20430	53000	53000	0	14	1	0	0	0	1	0	30	1	0
"6400"	164379	0	1	121000	32874	63000	95000	32000	16	1	0	0	0	0	1	35	1	0
"6401"	11079	0	1	49	22383	0	0	0	12	0	1	0	1	0	0	32	4	1
"6402"	234504	30000	1	51408	34290	150000	250000	100000	16	0	0	0	0	0	1	48	2	1
"6403"	-1000	0	1	400	16224	0	0	0	12	0	0	0	1	0	0	42	6	0
"6404"	502	0	1	2350	9042	0	0	0	17	1	0	0	0	0	1	28	1	0
"6405"	51275	0	1	4400	50628	78000	100000	22000	18	1	0	0	0	0	1	35	1	0
"6406"	161	2000	1	198	38478	0	0	0	16	0	1	0	0	0	1	28	3	1
"6407"	26333	15742	1	10641	19107	0	0	0	18	0	1	0	0	0	1	52	2	1
"6408"	100315	0	1	20577	61161	98950	150000	51050	14	1	0	0	0	1	0	29	1	0
"6409"	-5508	0	1	10342	50292	67250	68000	750	16	0	1	0	0	0	1	40	4	1
"6410"	102987	0	1	1750	51528	68000	95000	27000	18	0	1	0	0	0	1	38	6	1
"6411"	163050	6000	1	2950	99597	35000	175000	140000	16	0	1	0	0	0	1	46	3	1
"6412"	92000	5000	1	24000	80565	90000	140000	50000	14	0	1	0	0	1	0	52	2	1
"6413"	313750	0	1	35750	108276	0	125000	125000	16	0	0	0	0	0	1	36	4	1
"6414"	80024	0	1	10024	40200	150000	170000	20000	14	1	1	0	0	1	0	47	3	1
"6415"	300950	0	1	81000	71691	29900	250000	220100	12	0	1	0	1	0	0	49	3	1
"6416"	6050	0	1	500	31992	0	0	0	12	1	0	0	1	0	0	25	1	0
"6417"	108196	4362	1	3289	40677	0	70000	70000	12	0	1	0	1	0	0	40	4	1
"6418"	168900	16000	1	32900	81690	65000	110000	45000	18	0	1	0	0	0	1	57	4	1
"6419"	22589	0	1	399	48921	47500	70000	22500	14	0	1	0	0	1	0	36	5	1
"6420"	130875	22000	1	35300	42432	40000	93000	53000	12	0	0	0	1	0	0	60	3	0
"6421"	270900	17000	1	5000	38220	49100	200000	150900	13	0	0	0	0	1	0	42	5	1
"6422"	17950	0	1	250	16392	28000	40000	12000	12	0	1	0	1	0	0	39	4	1
"6423"	1100	0	1	600	23112	0	0	0	12	1	1	0	1	0	0	30	3	1
"6424"	31400	0	1	5100	25908	17500	31000	13500	13	0	0	0	0	1	0	29	3	1
"6425"	131479	0	1	6699	114360	105000	198000	93000	13	0	1	0	0	1	0	44	3	1
"6426"	8301	0	1	1301	16446	0	0	0	12	0	0	0	1	0	0	43	1	0
"6427"	14799	0	1	9999	47178	45000	50000	5000	16	0	1	0	0	0	1	29	2	1
"6428"	26407	0	1	1707	76263	73000	80000	7000	12	0	1	0	1	0	0	51	6	1
"6429"	2749	0	1	2749	80109	0	0	0	16	0	1	0	0	0	1	30	2	1
"6430"	100400	0	1	26200	51780	85000	105000	20000	14	0	0	0	0	1	0	34	4	1
"6431"	94600	3000	1	6100	40515	0	75000	75000	12	0	0	0	1	0	0	36	3	1
"6432"	177624	15000	1	42224	53454	0	125000	125000	13	0	1	0	0	1	0	55	2	1
"6433"	6327	0	1	252	28683	0	0	0	12	0	0	0	1	0	0	26	3	1
"6434"	57800	0	1	2800	69783	49500	84000	34500	16	0	1	0	0	0	1	36	3	1
"6435"	724	0	1	49	20340	0	0	0	14	1	0	0	0	1	0	26	1	0
"6436"	50900	0	1	400	25500	20000	52000	32000	13	1	0	0	0	1	0	43	2	0
"6437"	18400	0	1	8900	52347	103000	125000	22000	16	0	0	0	0	0	1	43	2	0
"6438"	-15900	0	1	300	27693	0	0	0	16	1	0	0	0	0	1	26	1	0
"6439"	8749	6000	1	449	25317	68200	69000	800	12	1	1	0	1	0	0	28	3	1
"6440"	500	0	1	500	35385	0	0	0	14	1	1	0	0	1	0	29	3	1
"6441"	21330	0	1	2330	93357	80000	95000	15000	18	1	0	0	0	0	1	29	1	0
"6442"	157858	0	1	98498	73920	61000	120000	59000	16	1	0	0	0	0	1	52	1	0
"6443"	24250	15750	1	6500	75144	17000	40000	23000	12	0	1	0	1	0	0	57	3	1
"6444"	220330	45450	1	57500	41238	7500	98000	90500	12	0	0	0	1	0	0	53	2	1
"6445"	132000	25000	1	53000	59769	95000	150000	55000	16	0	1	0	0	0	1	46	4	1
"6446"	1450	0	1	1450	17310	0	0	0	12	0	0	0	1	0	0	31	6	0
"6447"	131181	0	1	3050	48375	57000	145000	88000	12	0	1	0	1	0	0	47	4	1
"6448"	33725	3200	1	1100	20010	77000	77000	0	13	0	0	0	0	1	0	45	4	0
"6449"	56456	23381	1	18175	48966	49400	57000	7600	12	0	1	0	1	0	0	37	3	1
"6450"	2800	0	1	0	7854	0	0	0	10	0	0	1	0	0	0	50	5	0
"6451"	156434	0	1	5234	74418	150000	300000	150000	12	0	1	0	1	0	0	40	2	1
"6452"	25000	0	1	0	39120	45000	65000	20000	6	0	1	1	0	0	0	39	7	1
"6453"	1149	0	1	949	32727	0	0	0	12	1	0	0	1	0	0	42	2	0
"6454"	16640	4000	1	7199	14028	0	0	0	12	0	1	0	1	0	0	25	2	1
"6455"	43533	6000	1	3000	22521	42300	67500	25200	12	1	0	0	1	0	0	35	2	0
"6456"	68473	6050	1	1623	43890	150000	205000	55000	17	0	1	0	0	0	1	34	6	1
"6457"	-7800	1000	1	800	45822	38500	39000	500	18	0	1	0	0	0	1	38	5	1
"6458"	9124	0	1	499	26430	0	0	0	16	0	0	0	0	0	1	30	1	0
"6459"	-50	0	1	50	35706	0	0	0	12	0	1	0	1	0	0	29	5	1
"6460"	56800	20000	1	100	27702	50000	80000	30000	12	0	1	0	1	0	0	61	8	1
"6461"	47405	0	1	120	51315	70000	110000	40000	14	0	1	0	0	1	0	25	2	1
"6462"	20419	0	1	203	35676	43584	65000	21416	13	0	1	0	0	1	0	60	4	1
"6463"	390064	70300	1	132664	91653	79500	105000	25500	18	0	1	0	0	0	1	40	4	1
"6464"	6150	5100	1	0	24348	0	0	0	12	1	0	0	1	0	0	28	3	0
"6465"	259945	44000	1	50400	50682	0	73340	73340	12	0	1	0	1	0	0	52	2	1
"6466"	96994	0	1	13794	68535	59000	72000	13000	18	0	1	0	0	0	1	44	4	1
"6467"	108374	17300	1	60499	47190	62300	62300	0	13	0	0	0	0	1	0	53	1	0
"6468"	246048	0	1	80020	61428	0	165000	165000	12	0	0	0	1	0	0	41	3	0
"6469"	73500	0	1	6000	43158	22500	88000	65500	10	0	1	1	0	0	0	46	2	1
"6470"	0	0	1	0	25920	0	0	0	14	0	0	0	0	1	0	37	5	1
"6471"	153303	0	1	57770	55464	64400	150000	85600	12	0	1	0	1	0	0	40	5	1
"6472"	81232	12000	1	4447	69714	80000	115000	35000	12	0	1	0	1	0	0	38	3	1
"6473"	4668	0	1	1700	19422	0	0	0	12	0	0	0	1	0	0	36	2	0
"6474"	40835	800	1	4075	36630	0	50000	50000	14	0	1	0	0	1	0	49	4	1
"6475"	152999	7000	1	4999	34791	0	125000	125000	12	0	1	0	1	0	0	57	4	1
"6476"	118175	16000	1	14000	60000	82500	150000	67500	18	1	0	0	0	0	1	48	1	0
"6477"	16600	0	1	4700	45312	73600	80000	6400	16	1	0	0	0	0	1	26	1	0
"6478"	4426	0	1	150	31635	28307	28307	0	12	0	1	0	1	0	0	25	3	1
"6479"	47938	0	1	1300	17994	37500	62000	24500	12	1	0	0	1	0	0	46	4	0
"6480"	33000	0	1	1100	40329	15000	42000	27000	14	0	0	0	0	1	0	52	2	1
"6481"	169050	0	1	0	75798	0	0	0	16	0	1	0	0	0	1	48	4	1
"6482"	136914	6000	1	21914	100563	149000	250000	101000	18	0	1	0	0	0	1	33	3	1
"6483"	-2160	0	1	300	11157	0	0	0	14	1	0	0	0	1	0	25	1	0
"6484"	162649	0	1	3449	49704	91000	270000	179000	12	1	1	0	1	0	0	38	4	1
"6485"	61000	0	1	0	37512	12000	15000	3000	12	1	0	0	1	0	0	52	4	1
"6486"	18500	0	1	1000	29472	0	17500	17500	12	0	0	0	1	0	0	58	2	1
"6487"	-2169	0	1	115	22104	0	0	0	14	0	0	0	0	1	0	25	1	0
"6488"	127700	9000	1	9700	103848	90000	150000	60000	17	0	1	0	0	0	1	51	4	1
"6489"	33266	0	1	1500	44697	129900	150000	20100	12	1	0	0	1	0	0	29	1	0
"6490"	84929	27000	1	6500	36060	55000	95000	40000	16	1	0	0	0	0	1	39	1	0
"6491"	21850	0	1	1350	27768	27500	50000	22500	12	0	0	0	1	0	0	40	5	1
"6492"	3471	0	1	194	52254	56500	62000	5500	12	0	1	0	1	0	0	31	4	1
"6493"	14507	0	1	461	18507	14000	16000	2000	13	0	1	0	0	1	0	46	2	1
"6494"	53250	0	1	1250	27033	25000	30000	5000	12	0	0	0	1	0	0	33	4	1
"6495"	33000	1000	1	0	40335	100000	140000	40000	12	0	1	0	1	0	0	46	7	1
"6496"	67999	0	1	43600	57300	40000	60000	20000	18	0	1	0	0	0	1	28	4	1
"6497"	18250	0	1	50	34452	74900	82000	7100	9	0	1	1	0	0	0	48	6	1
"6498"	111750	0	1	2050	71829	150000	240000	90000	12	0	0	0	1	0	0	39	4	1
"6499"	1855	0	1	655	25950	0	0	0	13	0	0	0	0	1	0	30	3	1
"6500"	72773	13785	1	13244	42144	15000	58000	43000	15	0	1	0	0	1	0	56	2	1
"6501"	27106	17000	1	1050	43299	56800	66000	9200	12	0	1	0	1	0	0	41	3	1
"6502"	7850	0	1	0	16860	0	0	0	12	0	0	0	1	0	0	46	4	1
"6503"	76718	0	1	2568	76686	75850	110000	34150	12	0	1	0	1	0	0	53	2	1
"6504"	1200	0	1	1200	44409	48000	48000	0	15	0	0	0	0	1	0	38	4	1
"6505"	39197	0	1	3799	43164	15000	42000	27000	12	0	1	0	1	0	0	36	4	1
"6506"	54999	0	1	25499	37827	78000	100000	22000	13	0	1	0	0	1	0	40	5	1
"6507"	367300	4000	1	65300	79548	70000	290000	220000	16	0	1	0	0	0	1	46	4	1
"6508"	45882	10600	1	19085	69009	0	0	0	14	0	0	0	0	1	0	39	1	0
"6509"	66649	0	1	845	42255	103000	170000	67000	14	0	1	0	0	1	0	32	5	1
"6510"	-2156	0	1	2600	20898	0	0	0	12	1	0	0	1	0	0	42	1	0
"6511"	700	0	1	1000	24333	0	0	0	12	0	0	0	1	0	0	37	5	1
"6512"	110365	19945	1	2000	63291	40000	90000	50000	12	0	1	0	1	0	0	44	4	1
"6513"	21100	2500	1	34300	29970	0	0	0	16	0	0	0	0	0	1	28	2	1
"6514"	48169	0	1	13049	64038	62000	95000	33000	16	0	1	0	0	0	1	31	2	1
"6515"	18333	0	1	1448	38862	40000	60000	20000	14	0	1	0	0	1	0	44	3	1
"6516"	200100	25000	1	20100	86400	45000	200000	155000	16	0	0	0	0	0	1	43	4	1
"6517"	329787	27500	1	142499	93069	100000	165000	65000	15	0	1	0	0	1	0	56	2	1
"6518"	14988	0	1	3000	28920	72000	72000	0	14	1	0	0	0	1	0	55	1	0
"6519"	38053	11000	1	17000	46050	0	0	0	18	1	0	0	0	0	1	31	1	0
"6520"	7337	0	1	2735	19116	0	0	0	13	0	0	0	0	1	0	54	1	0
"6521"	162699	36000	1	15599	53895	0	80000	80000	12	1	0	0	1	0	0	54	2	1
"6522"	276025	15000	1	85000	67500	105000	180000	75000	16	1	0	0	0	0	1	51	1	0
"6523"	93423	0	1	1423	81216	77000	125000	48000	12	0	1	0	1	0	0	40	4	1
